164.527, 129.469, 8.333, 23.100 False
164.110, 129.473, 8.333, 23.150 False
163.694, 129.477, 8.333, 23.200 False
163.277, 129.482, 8.333, 23.250 False
162.861, 129.486, 8.333, 23.300 False
162.444, 129.490, 8.333, 23.350 False
162.027, 129.494, 8.333, 23.400 False
161.611, 129.497, 8.333, 23.450 False
161.194, 129.501, 8.333, 23.500 False
160.777, 129.504, 8.333, 23.550 False
160.361, 129.508, 8.333, 23.600 False
159.944, 129.511, 8.333, 23.650 False
159.527, 129.514, 8.333, 23.700 False
159.111, 129.517, 8.333, 23.750 False
158.694, 129.520, 8.333, 23.800 False
158.278, 129.523, 8.333, 23.850 False
157.861, 129.526, 8.333, 23.900 False
157.444, 129.529, 8.333, 23.950 False
157.028, 129.532, 8.333, 24.000 False
156.611, 129.535, 8.333, 24.050 False
156.194, 129.538, 8.333, 24.100 False
155.778, 129.540, 8.333, 24.150 False
155.361, 129.543, 8.333, 24.200 False
154.945, 129.546, 8.333, 24.250 False
154.528, 129.548, 8.333, 24.300 False
154.111, 129.551, 8.333, 24.350 False
153.695, 129.553, 8.333, 24.400 False
153.278, 129.555, 8.333, 24.450 False
152.861, 129.558, 8.333, 24.500 False
152.445, 129.560, 8.333, 24.550 False
152.028, 129.562, 8.333, 24.600 False
151.611, 129.564, 8.333, 24.650 False
151.195, 129.566, 8.333, 24.700 False
150.778, 129.568, 8.333, 24.750 False
150.362, 129.569, 8.333, 24.800 False
149.945, 129.570, 8.333, 24.850 False
149.528, 129.572, 8.333, 24.900 False
149.112, 129.572, 8.333, 24.950 False
148.695, 129.572, 8.333, 25.000 False
148.278, 129.573, 8.333, 25.050 False
147.862, 129.574, 8.333, 25.100 False
147.445, 129.574, 8.333, 25.150 False
147.028, 129.575, 8.333, 25.200 False
146.612, 129.575, 8.333, 25.250 False
146.195, 129.576, 8.333, 25.300 False
145.778, 129.576, 8.333, 25.350 False
145.362, 129.576, 8.333, 25.400 False
144.945, 129.577, 8.333, 25.450 False
144.528, 129.577, 8.333, 25.500 False
144.112, 129.577, 8.333, 25.550 False
143.695, 129.577, 8.333, 25.600 False
143.278, 129.578, 8.333, 25.650 False
142.862, 129.578, 8.333, 25.700 False
142.445, 129.578, 8.333, 25.750 False
142.029, 129.578, 8.333, 25.800 False
141.612, 129.578, 8.333, 25.850 False
141.195, 129.578, 8.333, 25.900 False
140.779, 129.578, 8.333, 25.950 False
140.362, 129.578, 8.333, 26.000 False
139.945, 129.577, 8.333, 26.050 False
139.529, 129.577, 8.333, 26.100 False
139.112, 129.577, 8.333, 26.150 False
138.695, 129.577, 8.333, 26.200 False
138.279, 129.577, 8.333, 26.250 False
137.862, 129.576, 8.333, 26.300 False
